bid1,dam1,bid2,dam2,bvtt,choice,id,vtt
30.0,70.0,100.0,60.0,7.0,1,6.0,1.259115347914391
10.0,70.0,100.0,20.0,1.8,2,6.0,1.259115347914391
100.0,60.0,120.0,50.0,2.0,1,6.0,1.259115347914391
70.0,90.0,120.0,10.0,0.625,2,6.0,1.259115347914391
30.0,90.0,120.0,60.0,3.0,1,6.0,1.259115347914391
50.0,50.0,100.0,30.0,2.5,1,6.0,1.259115347914391
40.0,60.0,90.0,50.0,5.0,1,6.0,1.259115347914391
60.0,90.0,90.0,10.0,0.375,2,6.0,1.259115347914391
10.0,60.0,80.0,50.0,7.0,1,7.0,0.6322072982170566
30.0,40.0,70.0,20.0,2.0,1,7.0,0.6322072982170566
50.0,50.0,100.0,20.0,1.6666666666666667,1,7.0,0.6322072982170566
40.0,90.0,120.0,50.0,2.0,1,7.0,0.6322072982170566
50.0,50.0,120.0,10.0,1.75,1,7.0,0.6322072982170566
50.0,70.0,90.0,50.0,2.0,1,7.0,0.6322072982170566
40.0,80.0,70.0,50.0,1.0,2,7.0,0.6322072982170566
40.0,70.0,60.0,20.0,0.4,1,7.0,0.6322072982170566
50.0,50.0,60.0,40.0,1.0,2,7.0,0.6322072982170566
40.0,80.0,50.0,70.0,1.0,1,7.0,0.6322072982170566
30.0,80.0,80.0,50.0,1.6666666666666667,2,8.0,2.64889280219304
90.0,70.0,100.0,10.0,0.16666666666666666,2,8.0,2.64889280219304
10.0,90.0,120.0,30.0,1.8333333333333333,2,8.0,2.64889280219304
10.0,70.0,90.0,20.0,1.6,2,8.0,2.64889280219304
40.0,60.0,60.0,50.0,2.0,1,8.0,2.64889280219304
10.0,90.0,90.0,30.0,1.3333333333333333,2,8.0,2.64889280219304
30.0,70.0,50.0,20.0,0.4,2,8.0,2.64889280219304
80.0,60.0,120.0,20.0,1.0,2,8.0,2.64889280219304
50.0,50.0,120.0,40.0,7.0,1,8.0,2.64889280219304
80.0,80.0,120.0,40.0,1.0,2,8.0,2.64889280219304
70.0,80.0,120.0,40.0,1.25,2,9.0,2.361058113054895
10.0,90.0,40.0,40.0,0.6,2,9.0,2.361058113054895
30.0,70.0,100.0,30.0,1.75,2,9.0,2.361058113054895
10.0,70.0,50.0,60.0,4.0,1,9.0,2.361058113054895
60.0,90.0,90.0,60.0,1.0,2,9.0,2.361058113054895
90.0,50.0,100.0,10.0,0.25,2,9.0,2.361058113054895
10.0,40.0,80.0,20.0,3.5,1,9.0,2.361058113054895
50.0,80.0,60.0,10.0,0.14285714285714285,2,9.0,2.361058113054895
30.0,90.0,100.0,60.0,2.3333333333333335,2,9.0,2.361058113054895
70.0,60.0,120.0,30.0,1.6666666666666667,2,9.0,2.361058113054895
10.0,80.0,40.0,70.0,3.0,1,10.0,0.047136936987810074
80.0,90.0,120.0,10.0,0.5,2,10.0,0.047136936987810074
50.0,80.0,90.0,60.0,2.0,1,10.0,0.047136936987810074
60.0,90.0,90.0,60.0,1.0,1,10.0,0.047136936987810074
30.0,70.0,80.0,60.0,5.0,1,10.0,0.047136936987810074
30.0,70.0,80.0,20.0,1.0,1,10.0,0.047136936987810074
80.0,90.0,90.0,20.0,0.14285714285714285,1,10.0,0.047136936987810074
40.0,90.0,50.0,70.0,0.5,2,10.0,0.047136936987810074
70.0,60.0,100.0,30.0,1.0,1,10.0,0.047136936987810074
60.0,60.0,100.0,50.0,4.0,1,10.0,0.047136936987810074
30.0,80.0,70.0,10.0,0.5714285714285714,2,11.0,4.347409654378852
50.0,80.0,80.0,60.0,1.5,2,11.0,4.347409654378852
50.0,70.0,90.0,50.0,2.0,2,11.0,4.347409654378852
60.0,70.0,120.0,40.0,2.0,2,11.0,4.347409654378852
80.0,80.0,100.0,40.0,0.5,2,11.0,4.347409654378852
80.0,70.0,90.0,30.0,0.25,2,11.0,4.347409654378852
30.0,80.0,90.0,70.0,6.0,1,11.0,4.347409654378852
60.0,60.0,80.0,50.0,2.0,2,11.0,4.347409654378852
10.0,90.0,90.0,30.0,1.3333333333333333,2,11.0,4.347409654378852
70.0,60.0,120.0,40.0,2.5,2,11.0,4.347409654378852
90.0,70.0,120.0,50.0,1.5,2,12.0,2.9684969057519237
60.0,50.0,120.0,10.0,1.5,1,12.0,2.9684969057519237
100.0,50.0,120.0,20.0,0.6666666666666666,2,12.0,2.9684969057519237
80.0,60.0,100.0,20.0,0.5,2,12.0,2.9684969057519237
50.0,40.0,120.0,20.0,3.5,1,12.0,2.9684969057519237
40.0,90.0,100.0,60.0,2.0,2,12.0,2.9684969057519237
70.0,70.0,120.0,10.0,0.8333333333333334,2,12.0,2.9684969057519237
80.0,40.0,90.0,20.0,0.5,2,12.0,2.9684969057519237
40.0,90.0,100.0,10.0,0.75,2,12.0,2.9684969057519237
30.0,60.0,80.0,50.0,5.0,1,12.0,2.9684969057519237
80.0,50.0,100.0,40.0,2.0,1,13.0,1.2406128195754933
80.0,80.0,120.0,20.0,0.6666666666666666,2,13.0,1.2406128195754933
40.0,40.0,80.0,20.0,2.0,1,13.0,1.2406128195754933
50.0,30.0,120.0,10.0,3.5,1,13.0,1.2406128195754933
50.0,90.0,80.0,40.0,0.6,2,13.0,1.2406128195754933
10.0,90.0,70.0,60.0,2.0,1,13.0,1.2406128195754933
50.0,60.0,80.0,30.0,1.0,1,13.0,1.2406128195754933
50.0,50.0,60.0,40.0,1.0,2,13.0,1.2406128195754933
90.0,80.0,120.0,50.0,1.0,2,13.0,1.2406128195754933
40.0,60.0,100.0,50.0,6.0,1,13.0,1.2406128195754933
70.0,90.0,80.0,50.0,0.25,2,14.0,2.902198274212252
90.0,60.0,120.0,20.0,0.75,2,14.0,2.902198274212252
90.0,50.0,100.0,40.0,1.0,2,14.0,2.902198274212252
70.0,70.0,100.0,40.0,1.0,2,14.0,2.902198274212252
50.0,80.0,90.0,40.0,1.0,2,14.0,2.902198274212252
90.0,80.0,100.0,70.0,1.0,2,14.0,2.902198274212252
50.0,60.0,100.0,50.0,5.0,1,14.0,2.902198274212252
60.0,70.0,120.0,30.0,1.5,2,14.0,2.902198274212252
30.0,70.0,70.0,20.0,0.8,2,14.0,2.902198274212252
60.0,80.0,70.0,10.0,0.14285714285714285,2,14.0,2.902198274212252
30.0,60.0,70.0,10.0,0.8,2,15.0,1.5330468266794497
30.0,90.0,100.0,30.0,1.1666666666666667,2,15.0,1.5330468266794497
70.0,40.0,120.0,30.0,5.0,1,15.0,1.5330468266794497
80.0,50.0,90.0,30.0,0.5,1,15.0,1.5330468266794497
70.0,80.0,80.0,10.0,0.14285714285714285,2,15.0,1.5330468266794497
50.0,80.0,120.0,50.0,2.3333333333333335,1,15.0,1.5330468266794497
10.0,90.0,60.0,40.0,1.0,1,15.0,1.5330468266794497
60.0,60.0,100.0,10.0,0.8,2,15.0,1.5330468266794497
70.0,80.0,80.0,40.0,0.25,2,15.0,1.5330468266794497
10.0,90.0,90.0,50.0,2.0,2,15.0,1.5330468266794497
60.0,80.0,70.0,40.0,0.25,2,16.0,1.939310481262972
10.0,80.0,100.0,20.0,1.5,2,16.0,1.939310481262972
30.0,70.0,50.0,30.0,0.5,2,16.0,1.939310481262972
90.0,30.0,100.0,20.0,1.0,2,16.0,1.939310481262972
40.0,90.0,50.0,10.0,0.125,2,16.0,1.939310481262972
40.0,30.0,70.0,20.0,3.0,2,16.0,1.939310481262972
30.0,70.0,80.0,20.0,1.0,2,16.0,1.939310481262972
80.0,80.0,100.0,40.0,0.5,2,16.0,1.939310481262972
50.0,90.0,100.0,30.0,0.8333333333333334,1,16.0,1.939310481262972
70.0,80.0,120.0,40.0,1.25,2,16.0,1.939310481262972
10.0,90.0,60.0,60.0,1.6666666666666667,2,17.0,2.788844344519201
50.0,80.0,100.0,50.0,1.6666666666666667,2,17.0,2.788844344519201
30.0,40.0,80.0,20.0,2.5,1,17.0,2.788844344519201
50.0,90.0,100.0,20.0,0.7142857142857143,2,17.0,2.788844344519201
60.0,60.0,90.0,40.0,1.5,1,17.0,2.788844344519201
40.0,30.0,70.0,10.0,1.5,2,17.0,2.788844344519201
70.0,80.0,100.0,30.0,0.6,2,17.0,2.788844344519201
40.0,90.0,80.0,50.0,1.0,2,17.0,2.788844344519201
30.0,40.0,90.0,10.0,2.0,2,17.0,2.788844344519201
60.0,90.0,80.0,50.0,0.5,2,17.0,2.788844344519201
30.0,90.0,60.0,30.0,0.5,2,18.0,0.7433318668603235
40.0,80.0,90.0,70.0,5.0,1,18.0,0.7433318668603235
30.0,60.0,70.0,10.0,0.8,1,18.0,0.7433318668603235
10.0,40.0,40.0,30.0,3.0,1,18.0,0.7433318668603235
40.0,20.0,60.0,10.0,2.0,1,18.0,0.7433318668603235
80.0,60.0,90.0,40.0,0.5,2,18.0,0.7433318668603235
30.0,70.0,80.0,60.0,5.0,1,18.0,0.7433318668603235
40.0,50.0,50.0,20.0,0.3333333333333333,2,18.0,0.7433318668603235
70.0,60.0,120.0,10.0,1.0,1,18.0,0.7433318668603235
10.0,50.0,30.0,20.0,0.6666666666666666,1,18.0,0.7433318668603235
40.0,70.0,60.0,60.0,2.0,2,19.0,2.5758575143959286
80.0,50.0,90.0,20.0,0.3333333333333333,2,19.0,2.5758575143959286
50.0,90.0,90.0,50.0,1.0,2,19.0,2.5758575143959286
40.0,80.0,120.0,60.0,4.0,1,19.0,2.5758575143959286
80.0,50.0,100.0,40.0,2.0,1,19.0,2.5758575143959286
30.0,80.0,100.0,50.0,2.3333333333333335,2,19.0,2.5758575143959286
90.0,50.0,120.0,10.0,0.75,2,19.0,2.5758575143959286
60.0,90.0,120.0,60.0,2.0,2,19.0,2.5758575143959286
10.0,80.0,40.0,70.0,3.0,1,19.0,2.5758575143959286
100.0,70.0,120.0,50.0,1.0,2,19.0,2.5758575143959286
10.0,60.0,60.0,30.0,1.6666666666666667,2,20.0,3.398978994723719
30.0,40.0,80.0,20.0,2.5,2,20.0,3.398978994723719
80.0,80.0,90.0,10.0,0.14285714285714285,2,20.0,3.398978994723719
30.0,90.0,60.0,50.0,0.75,2,20.0,3.398978994723719
100.0,90.0,120.0,10.0,0.25,2,20.0,3.398978994723719
30.0,40.0,80.0,20.0,2.5,2,20.0,3.398978994723719
60.0,70.0,70.0,10.0,0.16666666666666666,2,20.0,3.398978994723719
60.0,80.0,70.0,40.0,0.25,2,20.0,3.398978994723719
50.0,30.0,100.0,10.0,2.5,2,20.0,3.398978994723719
40.0,80.0,90.0,70.0,5.0,1,20.0,3.398978994723719
10.0,50.0,60.0,30.0,2.5,2,21.0,3.322298060732786
90.0,90.0,100.0,80.0,1.0,2,21.0,3.322298060732786
10.0,60.0,120.0,40.0,5.5,1,21.0,3.322298060732786
50.0,30.0,60.0,10.0,0.5,2,21.0,3.322298060732786
30.0,70.0,50.0,60.0,2.0,2,21.0,3.322298060732786
30.0,70.0,90.0,40.0,2.0,2,21.0,3.322298060732786
10.0,40.0,120.0,30.0,11.0,1,21.0,3.322298060732786
30.0,70.0,70.0,60.0,4.0,1,21.0,3.322298060732786
60.0,70.0,70.0,50.0,0.5,2,21.0,3.322298060732786
40.0,20.0,60.0,10.0,2.0,2,21.0,3.322298060732786
40.0,80.0,70.0,50.0,1.0,2,22.0,1.7003014847008946
50.0,70.0,70.0,20.0,0.4,2,22.0,1.7003014847008946
90.0,60.0,120.0,40.0,1.5,2,22.0,1.7003014847008946
70.0,80.0,120.0,20.0,0.8333333333333334,2,22.0,1.7003014847008946
40.0,50.0,80.0,40.0,4.0,1,22.0,1.7003014847008946
30.0,90.0,90.0,60.0,2.0,2,22.0,1.7003014847008946
10.0,90.0,100.0,20.0,1.2857142857142858,2,22.0,1.7003014847008946
90.0,90.0,120.0,20.0,0.42857142857142855,2,22.0,1.7003014847008946
50.0,80.0,80.0,70.0,3.0,1,22.0,1.7003014847008946
10.0,70.0,100.0,40.0,3.0,2,22.0,1.7003014847008946
10.0,90.0,100.0,10.0,1.125,2,23.0,2.9029193414250596
60.0,90.0,120.0,70.0,3.0,1,23.0,2.9029193414250596
30.0,50.0,50.0,20.0,0.6666666666666666,2,23.0,2.9029193414250596
30.0,60.0,120.0,10.0,1.8,2,23.0,2.9029193414250596
50.0,80.0,70.0,70.0,2.0,2,23.0,2.9029193414250596
60.0,40.0,90.0,10.0,1.0,2,23.0,2.9029193414250596
30.0,80.0,70.0,50.0,1.3333333333333333,2,23.0,2.9029193414250596
80.0,80.0,90.0,20.0,0.16666666666666666,2,23.0,2.9029193414250596
60.0,40.0,90.0,30.0,3.0,1,23.0,2.9029193414250596
40.0,60.0,120.0,50.0,8.0,1,23.0,2.9029193414250596
70.0,90.0,90.0,30.0,0.3333333333333333,1,24.0,0.3784172658177942
40.0,60.0,60.0,20.0,0.5,1,24.0,0.3784172658177942
40.0,70.0,50.0,20.0,0.2,2,24.0,0.3784172658177942
40.0,60.0,50.0,20.0,0.25,2,24.0,0.3784172658177942
10.0,80.0,120.0,10.0,1.5714285714285714,1,24.0,0.3784172658177942
50.0,60.0,70.0,40.0,1.0,1,24.0,0.3784172658177942
10.0,80.0,50.0,30.0,0.8,2,24.0,0.3784172658177942
100.0,90.0,120.0,80.0,2.0,1,24.0,0.3784172658177942
10.0,80.0,30.0,10.0,0.2857142857142857,2,24.0,0.3784172658177942
40.0,50.0,120.0,40.0,8.0,1,24.0,0.3784172658177942
30.0,80.0,80.0,30.0,1.0,1,25.0,1.8418107393231287
60.0,90.0,100.0,20.0,0.5714285714285714,2,25.0,1.8418107393231287
30.0,70.0,70.0,30.0,1.0,2,25.0,1.8418107393231287
10.0,70.0,120.0,60.0,11.0,1,25.0,1.8418107393231287
10.0,80.0,40.0,50.0,1.0,2,25.0,1.8418107393231287
10.0,60.0,30.0,20.0,0.5,2,25.0,1.8418107393231287
10.0,70.0,120.0,30.0,2.75,1,25.0,1.8418107393231287
70.0,50.0,80.0,20.0,0.3333333333333333,2,25.0,1.8418107393231287
80.0,80.0,90.0,40.0,0.25,2,25.0,1.8418107393231287
50.0,30.0,80.0,10.0,1.5,2,25.0,1.8418107393231287
30.0,70.0,60.0,40.0,1.0,2,26.0,2.4494839321066753
40.0,40.0,50.0,20.0,0.5,2,26.0,2.4494839321066753
80.0,40.0,90.0,20.0,0.5,2,26.0,2.4494839321066753
60.0,80.0,120.0,40.0,1.5,2,26.0,2.4494839321066753
40.0,60.0,90.0,50.0,5.0,1,26.0,2.4494839321066753
50.0,70.0,70.0,20.0,0.4,2,26.0,2.4494839321066753
30.0,70.0,40.0,30.0,0.25,2,26.0,2.4494839321066753
50.0,60.0,70.0,30.0,0.6666666666666666,2,26.0,2.4494839321066753
60.0,40.0,70.0,30.0,1.0,2,26.0,2.4494839321066753
30.0,60.0,90.0,10.0,1.2,2,26.0,2.4494839321066753
40.0,70.0,70.0,30.0,0.75,2,27.0,0.6563989275136051
10.0,90.0,40.0,40.0,0.6,1,27.0,0.6563989275136051
50.0,30.0,60.0,10.0,0.5,2,27.0,0.6563989275136051
10.0,30.0,60.0,20.0,5.0,1,27.0,0.6563989275136051
70.0,80.0,80.0,30.0,0.2,2,27.0,0.6563989275136051
10.0,30.0,50.0,20.0,4.0,1,27.0,0.6563989275136051
70.0,30.0,120.0,10.0,2.5,1,27.0,0.6563989275136051
40.0,80.0,60.0,70.0,2.0,1,27.0,0.6563989275136051
30.0,60.0,100.0,20.0,1.75,1,27.0,0.6563989275136051
80.0,90.0,120.0,40.0,0.8,2,27.0,0.6563989275136051
80.0,70.0,90.0,10.0,0.16666666666666666,2,28.0,1.9183124093031663
80.0,50.0,90.0,40.0,1.0,2,28.0,1.9183124093031663
30.0,90.0,90.0,70.0,3.0,2,28.0,1.9183124093031663
10.0,60.0,90.0,20.0,2.0,1,28.0,1.9183124093031663
10.0,80.0,50.0,30.0,0.8,2,28.0,1.9183124093031663
10.0,80.0,100.0,50.0,3.0,1,28.0,1.9183124093031663
60.0,60.0,120.0,30.0,2.0,1,28.0,1.9183124093031663
50.0,70.0,70.0,50.0,1.0,2,28.0,1.9183124093031663
50.0,60.0,60.0,30.0,0.3333333333333333,2,28.0,1.9183124093031663
50.0,80.0,60.0,50.0,0.3333333333333333,2,28.0,1.9183124093031663
70.0,90.0,120.0,50.0,1.25,2,29.0,3.7247399323163304
10.0,50.0,30.0,40.0,2.0,2,29.0,3.7247399323163304
70.0,30.0,80.0,20.0,1.0,2,29.0,3.7247399323163304
10.0,90.0,30.0,70.0,1.0,2,29.0,3.7247399323163304
50.0,80.0,100.0,70.0,5.0,1,29.0,3.7247399323163304
10.0,30.0,60.0,20.0,5.0,1,29.0,3.7247399323163304
30.0,70.0,120.0,40.0,3.0,2,29.0,3.7247399323163304
40.0,80.0,120.0,50.0,2.6666666666666665,2,29.0,3.7247399323163304
30.0,30.0,50.0,20.0,2.0,2,29.0,3.7247399323163304
30.0,90.0,60.0,30.0,0.5,2,29.0,3.7247399323163304
40.0,70.0,100.0,40.0,2.0,2,30.0,4.61815942636784
90.0,50.0,100.0,40.0,1.0,2,30.0,4.61815942636784
10.0,70.0,80.0,30.0,1.75,2,30.0,4.61815942636784
50.0,50.0,100.0,10.0,1.25,2,30.0,4.61815942636784
10.0,90.0,100.0,40.0,1.8,2,30.0,4.61815942636784
40.0,50.0,60.0,20.0,0.6666666666666666,2,30.0,4.61815942636784
60.0,20.0,90.0,10.0,3.0,2,30.0,4.61815942636784
10.0,30.0,40.0,20.0,3.0,2,30.0,4.61815942636784
80.0,80.0,100.0,40.0,0.5,2,30.0,4.61815942636784
70.0,80.0,90.0,50.0,0.6666666666666666,2,30.0,4.61815942636784
50.0,50.0,120.0,40.0,7.0,1,31.0,2.7773613438107683
80.0,90.0,100.0,40.0,0.4,2,31.0,2.7773613438107683
30.0,30.0,40.0,20.0,1.0,2,31.0,2.7773613438107683
50.0,90.0,90.0,10.0,0.5,2,31.0,2.7773613438107683
10.0,70.0,60.0,30.0,1.25,2,31.0,2.7773613438107683
10.0,60.0,40.0,40.0,1.5,2,31.0,2.7773613438107683
90.0,80.0,120.0,70.0,3.0,2,31.0,2.7773613438107683
10.0,40.0,60.0,30.0,5.0,1,31.0,2.7773613438107683
30.0,80.0,100.0,70.0,7.0,1,31.0,2.7773613438107683
40.0,30.0,90.0,20.0,5.0,1,31.0,2.7773613438107683
10.0,60.0,80.0,10.0,1.4,2,32.0,2.8286331955673405
50.0,60.0,80.0,20.0,0.75,2,32.0,2.8286331955673405
50.0,90.0,70.0,20.0,0.2857142857142857,2,32.0,2.8286331955673405
60.0,40.0,80.0,10.0,0.6666666666666666,2,32.0,2.8286331955673405
80.0,90.0,120.0,70.0,2.0,2,32.0,2.8286331955673405
10.0,60.0,90.0,30.0,2.6666666666666665,2,32.0,2.8286331955673405
30.0,90.0,100.0,60.0,2.3333333333333335,1,32.0,2.8286331955673405
10.0,80.0,90.0,40.0,2.0,2,32.0,2.8286331955673405
10.0,60.0,100.0,40.0,4.5,1,32.0,2.8286331955673405
50.0,70.0,120.0,20.0,1.4,2,32.0,2.8286331955673405
60.0,80.0,120.0,10.0,0.8571428571428571,2,33.0,1.0410116869819892
10.0,80.0,100.0,40.0,2.25,1,33.0,1.0410116869819892
10.0,60.0,30.0,20.0,0.5,2,33.0,1.0410116869819892
80.0,50.0,120.0,40.0,4.0,1,33.0,1.0410116869819892
60.0,30.0,120.0,20.0,6.0,1,33.0,1.0410116869819892
30.0,80.0,40.0,30.0,0.2,2,33.0,1.0410116869819892
60.0,90.0,100.0,30.0,0.6666666666666666,1,33.0,1.0410116869819892
30.0,60.0,50.0,50.0,2.0,1,33.0,1.0410116869819892
30.0,90.0,40.0,50.0,0.25,2,33.0,1.0410116869819892
30.0,80.0,90.0,70.0,6.0,1,33.0,1.0410116869819892
60.0,60.0,90.0,50.0,3.0,1,34.0,0.7906117130256838
100.0,20.0,120.0,10.0,2.0,1,34.0,0.7906117130256838
30.0,50.0,60.0,30.0,1.5,1,34.0,0.7906117130256838
100.0,90.0,120.0,10.0,0.25,2,34.0,0.7906117130256838
10.0,60.0,120.0,40.0,5.5,1,34.0,0.7906117130256838
50.0,90.0,90.0,60.0,1.3333333333333333,1,34.0,0.7906117130256838
70.0,70.0,120.0,40.0,1.6666666666666667,1,34.0,0.7906117130256838
60.0,60.0,120.0,20.0,1.5,1,34.0,0.7906117130256838
30.0,40.0,40.0,30.0,1.0,2,34.0,0.7906117130256838
70.0,60.0,100.0,20.0,0.75,2,34.0,0.7906117130256838
40.0,60.0,80.0,20.0,1.0,1,35.0,0.5877079865258816
90.0,90.0,120.0,60.0,1.0,1,35.0,0.5877079865258816
80.0,90.0,120.0,70.0,2.0,1,35.0,0.5877079865258816
40.0,70.0,60.0,40.0,0.6666666666666666,2,35.0,0.5877079865258816
30.0,80.0,120.0,50.0,3.0,1,35.0,0.5877079865258816
90.0,90.0,100.0,50.0,0.25,2,35.0,0.5877079865258816
90.0,70.0,120.0,10.0,0.5,1,35.0,0.5877079865258816
10.0,90.0,70.0,20.0,0.8571428571428571,2,35.0,0.5877079865258816
10.0,60.0,70.0,20.0,1.5,1,35.0,0.5877079865258816
50.0,80.0,70.0,30.0,0.4,2,35.0,0.5877079865258816
40.0,90.0,120.0,30.0,1.3333333333333333,2,36.0,2.541546829905053
60.0,60.0,90.0,50.0,3.0,1,36.0,2.541546829905053
90.0,80.0,120.0,60.0,1.5,2,36.0,2.541546829905053
70.0,70.0,100.0,20.0,0.6,2,36.0,2.541546829905053
80.0,50.0,100.0,30.0,1.0,2,36.0,2.541546829905053
50.0,90.0,100.0,10.0,0.625,2,36.0,2.541546829905053
40.0,50.0,90.0,20.0,1.6666666666666667,2,36.0,2.541546829905053
30.0,80.0,90.0,20.0,1.0,2,36.0,2.541546829905053
30.0,80.0,70.0,20.0,0.6666666666666666,2,36.0,2.541546829905053
10.0,40.0,50.0,30.0,4.0,1,36.0,2.541546829905053
70.0,90.0,120.0,40.0,1.0,2,37.0,2.7519393955576867
50.0,70.0,90.0,60.0,4.0,1,37.0,2.7519393955576867
50.0,50.0,70.0,20.0,0.6666666666666666,2,37.0,2.7519393955576867
30.0,60.0,120.0,50.0,9.0,1,37.0,2.7519393955576867
10.0,80.0,40.0,70.0,3.0,1,37.0,2.7519393955576867
30.0,50.0,40.0,10.0,0.25,2,37.0,2.7519393955576867
80.0,90.0,90.0,50.0,0.25,2,37.0,2.7519393955576867
10.0,50.0,60.0,10.0,1.25,2,37.0,2.7519393955576867
60.0,50.0,120.0,40.0,6.0,1,37.0,2.7519393955576867
30.0,60.0,70.0,40.0,2.0,1,37.0,2.7519393955576867
60.0,80.0,90.0,10.0,0.42857142857142855,1,38.0,1.341239680432547
30.0,90.0,50.0,80.0,2.0,1,38.0,1.341239680432547
50.0,90.0,70.0,20.0,0.2857142857142857,2,38.0,1.341239680432547
60.0,70.0,90.0,40.0,1.0,2,38.0,1.341239680432547
50.0,20.0,90.0,10.0,4.0,1,38.0,1.341239680432547
40.0,90.0,80.0,70.0,2.0,1,38.0,1.341239680432547
90.0,90.0,100.0,30.0,0.16666666666666666,1,38.0,1.341239680432547
30.0,40.0,60.0,10.0,1.0,2,38.0,1.341239680432547
60.0,50.0,80.0,20.0,0.6666666666666666,2,38.0,1.341239680432547
80.0,80.0,100.0,70.0,2.0,1,38.0,1.341239680432547
70.0,80.0,80.0,50.0,0.3333333333333333,2,39.0,0.7713250143547232
30.0,60.0,90.0,50.0,6.0,1,39.0,0.7713250143547232
50.0,80.0,100.0,50.0,1.6666666666666667,1,39.0,0.7713250143547232
30.0,90.0,80.0,60.0,1.6666666666666667,1,39.0,0.7713250143547232
60.0,50.0,80.0,20.0,0.6666666666666666,2,39.0,0.7713250143547232
10.0,90.0,60.0,70.0,2.5,1,39.0,0.7713250143547232
90.0,60.0,100.0,30.0,0.3333333333333333,2,39.0,0.7713250143547232
100.0,20.0,120.0,10.0,2.0,1,39.0,0.7713250143547232
80.0,50.0,100.0,10.0,0.5,1,39.0,0.7713250143547232
10.0,80.0,50.0,30.0,0.8,1,39.0,0.7713250143547232
