RespID	Mode	TravTime	BaseCost	Gender	AgeClass	IncClass	TravTimeClass	Purpose	CardID	CostL	CostR	TimeL	TimeR	Chosen	Quadrant2	Purpose2	Mode2	Income2	ExclGroup	Exclude_CDF	CS
2174	1	10	18	2	2	6	1	4	5	18	21	12	10	1	2	2	1	4	3	1	5
2174	1	10	18	2	2	6	1	4	6	22	18	10	11	2	2	2	1	4	3	1	6
2174	1	10	18	2	2	6	1	4	7	25	18	7	10	2	1	2	1	4	3	1	7
2174	1	10	18	2	2	6	1	4	8	9	18	10	8	1	3	2	1	4	3	1	8
2174	1	10	18	2	2	6	1	4	9	18	9	10	12	2	4	2	1	4	3	1	9
2297	1	15	105	1	3	6	1	1	1	105	93	15	18	1	4	1	1	4	1	1	1
2297	1	15	105	1	3	6	1	1	2	105	100	15	18	1	4	1	1	4	1	1	2
2297	1	15	105	1	3	6	1	1	3	101	105	15	13	2	3	1	1	4	1	1	3
2297	1	15	105	1	3	6	1	1	4	105	106	15	13	2	1	1	1	4	1	1	4
2297	1	15	105	1	3	6	1	1	5	105	96	11	15	1	3	1	1	4	1	1	5
2297	1	15	105	1	3	6	1	1	6	105	107	19	15	2	2	1	1	4	1	1	6
2297	1	15	105	1	3	6	1	1	7	105	125	18	15	2	2	1	1	4	1	1	7
2297	1	15	105	1	3	6	1	1	8	105	112	19	17	2	2	1	1	4	1	1	8
2297	1	15	105	1	3	6	1	1	9	105	111	15	11	2	1	1	1	4	1	1	9
2607	1	25	23	2	3	4	1	5	1	23	19	19	21	2	3	3	1	2	1	1	1
2607	1	25	23	2	3	4	1	5	2	23	16	25	30	2	4	3	1	2	1	1	2
2607	1	25	23	2	3	4	1	5	3	26	23	25	30	2	2	3	1	2	1	1	3
2607	1	25	23	2	3	4	1	5	4	35	23	18	25	2	1	3	1	2	1	1	4
2607	1	25	23	2	3	4	1	5	5	23	29	30	25	1	2	3	1	2	1	1	5
2607	1	25	23	2	3	4	1	5	6	23	40	25	22	1	1	3	1	2	1	1	6
2607	1	25	23	2	3	4	1	5	7	21	23	25	18	1	3	3	1	2	1	1	7
2607	1	25	23	2	3	4	1	5	8	11	23	25	20	1	3	3	1	2	1	1	8
2607	1	25	23	2	3	4	1	5	9	14	23	29	25	1	4	3	1	2	1	1	9
2886	1	60	140	2	4	3	2	1	1	140	144	60	48	2	1	1	1	1	4	0	1
2886	1	60	140	2	4	3	2	1	2	140	132	60	74	1	4	1	1	1	4	0	2
2886	1	60	140	2	4	3	2	1	3	140	170	79	69	1	2	1	1	1	4	0	3
2886	1	60	140	2	4	3	2	1	4	148	140	60	67	2	2	1	1	1	4	0	4
2886	1	60	140	2	4	3	2	1	5	128	140	60	50	1	3	1	1	1	4	0	5
2886	1	60	140	2	4	3	2	1	6	140	107	60	66	2	4	1	1	1	4	0	6
2886	1	60	140	2	4	3	2	1	7	101	140	60	50	1	3	1	1	1	4	0	7
2886	1	60	140	2	4	3	2	1	8	140	224	78	60	1	2	1	1	1	4	0	8
2886	1	60	140	2	4	3	2	1	9	140	189	60	44	1	1	1	1	1	4	0	9
3090	1	20	32	1	3	5	1	4	1	16	32	26	20	1	4	2	1	3	4	1	1
3090	1	20	32	1	3	5	1	4	2	41	32	23	28	2	2	2	1	3	4	1	2
3090	1	20	32	1	3	5	1	4	3	39	32	20	24	2	2	2	1	3	4	1	3
3090	1	20	32	1	3	5	1	4	4	16	32	20	15	1	3	2	1	3	4	1	4
3090	1	20	32	1	3	5	1	4	5	27	32	20	17	1	3	2	1	3	4	1	5
3090	1	20	32	1	3	5	1	4	6	16	32	22	20	1	4	2	1	3	4	1	6
3090	1	20	32	1	3	5	1	4	7	32	33	23	20	1	2	2	1	3	4	1	7
3090	1	20	32	1	3	5	1	4	8	32	33	20	18	1	1	2	1	3	4	1	8
3090	1	20	32	1	3	5	1	4	9	50	32	15	20	2	1	2	1	3	4	1	9
3473	1	25	63	2	3	5	1	4	1	39	63	25	21	1	3	2	1	3	3	0	1
3473	1	25	63	2	3	5	1	4	2	63	104	25	19	1	1	2	1	3	3	0	2
3473	1	25	63	2	3	5	1	4	3	63	65	32	25	2	2	2	1	3	3	0	3
3473	1	25	63	2	3	5	1	4	4	63	66	28	25	2	2	2	1	3	3	0	4
3473	1	25	63	2	3	5	1	4	5	63	72	25	22	1	1	2	1	3	3	0	5
3473	1	25	63	2	3	5	1	4	6	60	63	31	25	2	4	2	1	3	3	0	6
3473	1	25	63	2	3	5	1	4	7	63	36	18	25	2	3	2	1	3	3	0	7
3473	1	25	63	2	3	5	1	4	8	55	63	21	15	2	3	2	1	3	3	0	8
3473	1	25	63	2	3	5	1	4	9	55	63	30	25	2	4	2	1	3	3	0	9
3602	1	30	36	2	3	4	1	6	1	36	72	35	30	1	2	4	1	2	1	0	1
3602	1	30	36	2	3	4	1	6	2	36	46	30	22	2	1	4	1	2	1	0	2
3602	1	30	36	2	3	4	1	6	3	36	18	21	26	2	3	4	1	2	1	0	3
3602	1	30	36	2	3	4	1	6	4	36	33	25	30	1	3	4	1	2	1	0	4
3602	1	30	36	2	3	4	1	6	5	36	44	33	30	1	2	4	1	2	1	0	5
3602	1	30	36	2	3	4	1	6	6	37	36	23	30	1	1	4	1	2	1	0	6
3602	1	30	36	2	3	4	1	6	7	36	31	30	34	1	4	4	1	2	1	0	7
3602	1	30	36	2	3	4	1	6	8	18	36	30	23	1	3	4	1	2	1	0	8
3602	1	30	36	2	3	4	1	6	9	18	36	39	30	1	4	4	1	2	1	0	9
3662	1	10	13	2	4	4	1	3	1	6	13	12	10	1	4	4	1	2	3	0	1
3662	1	10	13	2	4	4	1	3	2	13	15	13	12	1	2	4	1	2	3	0	2
3662	1	10	13	2	4	4	1	3	3	6	13	10	9	1	3	4	1	2	3	0	3
3662	1	10	13	2	4	4	1	3	4	17	13	8	10	2	1	4	1	2	3	0	4
3662	1	10	13	2	4	4	1	3	5	12	13	12	10	2	4	4	1	2	3	0	5
3662	1	10	13	2	4	4	1	3	6	13	12	9	10	1	3	4	1	2	3	0	6
3662	1	10	13	2	4	4	1	3	7	19	13	10	12	2	2	4	1	2	3	0	7
3662	1	10	13	2	4	4	1	3	8	13	16	13	10	1	2	4	1	2	3	0	8
3662	1	10	13	2	4	4	1	3	9	13	20	10	7	1	1	4	1	2	3	0	9
4079	1	20	33	1	4	3	1	1	1	33	37	26	20	2	2	1	1	1	3	0	1
4079	1	20	33	1	4	3	1	1	2	17	33	20	17	1	3	1	1	1	3	0	2
4079	1	20	33	1	4	3	1	1	3	32	33	20	15	2	3	1	1	1	3	0	3
4079	1	20	33	1	4	3	1	1	4	39	33	18	20	2	1	1	1	1	3	0	4
4079	1	20	33	1	4	3	1	1	5	39	33	20	24	2	2	1	1	1	3	0	5
4079	1	20	33	1	4	3	1	1	6	33	29	20	24	2	4	1	1	1	3	0	6
4079	1	20	33	1	4	3	1	1	7	39	33	23	25	2	2	1	1	1	3	0	7
4079	1	20	33	1	4	3	1	1	8	33	17	20	25	2	4	1	1	1	3	0	8
4079	1	20	33	1	4	3	1	1	9	52	33	18	20	2	1	1	1	1	3	0	9
4237	1	15	23	1	4	7	1	6	1	11	23	13	9	1	3	4	1	4	2	0	1
4237	1	15	23	1	4	7	1	6	2	11	23	15	11	1	3	4	1	4	2	0	2
4237	1	15	23	1	4	7	1	6	3	23	22	15	18	1	4	4	1	4	2	0	3
4237	1	15	23	1	4	7	1	6	4	23	38	15	13	1	1	4	1	4	2	0	4
4237	1	15	23	1	4	7	1	6	5	23	38	19	15	1	2	4	1	4	2	0	5
4237	1	15	23	1	4	7	1	6	6	23	25	15	12	2	1	4	1	4	2	0	6
4237	1	15	23	1	4	7	1	6	7	23	19	12	15	1	3	4	1	4	2	0	7
4237	1	15	23	1	4	7	1	6	8	23	24	18	15	2	2	4	1	4	2	0	8
4237	1	15	23	1	4	7	1	6	9	19	23	17	15	1	4	4	1	4	2	0	9
4317	1	30	54	1	4	8	1	1	1	54	62	38	30	2	2	1	1	4	2	1	1
4317	1	30	54	1	4	8	1	1	2	54	36	25	30	1	3	1	1	4	2	1	2
4317	1	30	54	1	4	8	1	1	3	54	27	30	35	1	4	1	1	4	2	1	3
4317	1	30	54	1	4	8	1	1	4	56	54	26	30	1	1	1	1	4	2	1	4
4317	1	30	54	1	4	8	1	1	5	27	54	30	23	2	3	1	1	4	2	1	5
4317	1	30	54	1	4	8	1	1	6	57	54	30	37	1	2	1	1	4	2	1	6
4317	1	30	54	1	4	8	1	1	7	51	54	33	30	2	4	1	1	4	2	1	7
4317	1	30	54	1	4	8	1	1	8	58	54	35	43	1	2	1	1	4	2	1	8
4317	1	30	54	1	4	8	1	1	9	79	54	21	30	1	1	1	1	4	2	1	9
4651	1	45	81	1	3	7	1	7	1	89	81	36	45	1	1	4	1	4	4	0	1
4651	1	45	81	1	3	7	1	7	2	72	81	45	39	2	3	4	1	4	4	0	2
4651	1	45	81	1	3	7	1	7	3	81	162	57	45	1	2	4	1	4	4	0	3
4651	1	45	81	1	3	7	1	7	4	81	91	56	52	1	2	4	1	4	4	0	4
4651	1	45	81	1	3	7	1	7	5	83	81	45	54	1	2	4	1	4	4	0	5
4651	1	45	81	1	3	7	1	7	6	77	81	57	45	2	4	4	1	4	4	0	6
4651	1	45	81	1	3	7	1	7	7	41	81	55	45	1	4	4	1	4	4	0	7
4651	1	45	81	1	3	7	1	7	8	52	81	45	37	1	3	4	1	4	4	0	8
4651	1	45	81	1	3	7	1	7	9	81	91	45	40	1	1	4	1	4	4	0	9
5007	1	45	36	1	3	8	1	1	1	32	36	52	45	2	4	1	1	4	1	0	1
5007	1	45	36	1	3	8	1	1	2	47	36	45	50	2	2	1	1	4	1	0	2
5007	1	45	36	1	3	8	1	1	3	18	36	56	45	1	4	1	1	4	1	0	3
5007	1	45	36	1	3	8	1	1	4	36	56	58	45	1	2	1	1	4	1	0	4
5007	1	45	36	1	3	8	1	1	5	72	36	52	65	2	2	1	1	4	1	0	5
5007	1	45	36	1	3	8	1	1	6	38	36	39	45	1	1	1	1	4	1	0	6
5007	1	45	36	1	3	8	1	1	7	18	36	45	35	1	3	1	1	4	1	0	7
5007	1	45	36	1	3	8	1	1	8	36	23	32	45	1	3	1	1	4	1	0	8
5007	1	45	36	1	3	8	1	1	9	72	36	36	45	2	1	1	1	4	1	0	9
5049	1	12	21	1	2	5	1	4	1	21	41	17	14	2	2	2	1	3	4	1	1
5049	1	12	21	1	2	5	1	4	2	21	13	12	15	1	4	2	1	3	4	1	2
5049	1	12	21	1	2	5	1	4	3	20	21	12	10	2	3	2	1	3	4	1	3
5049	1	12	21	1	2	5	1	4	4	38	21	12	15	1	2	2	1	3	4	1	4
5049	1	12	21	1	2	5	1	4	5	21	23	14	12	2	2	2	1	3	4	1	5
5049	1	12	21	1	2	5	1	4	6	18	21	12	11	2	3	2	1	3	4	1	6
5049	1	12	21	1	2	5	1	4	7	10	21	15	12	2	4	2	1	3	4	1	7
5049	1	12	21	1	2	5	1	4	8	21	22	12	10	2	1	2	1	3	4	1	8
5049	1	12	21	1	2	5	1	4	9	21	33	12	9	2	1	2	1	3	4	1	9
5073	1	11	11	2	3	4	1	1	1	14	11	11	14	1	2	1	1	2	3	1	1
5073	1	11	11	2	3	4	1	1	2	14	11	13	14	2	2	1	1	2	3	1	2
5073	1	11	11	2	3	4	1	1	3	11	10	11	13	2	4	1	1	2	3	1	3
5073	1	11	11	2	3	4	1	1	4	11	5	10	11	2	3	1	1	2	3	1	4
5073	1	11	11	2	3	4	1	1	5	11	7	9	11	2	3	1	1	2	3	1	5
5073	1	11	11	2	3	4	1	1	6	7	11	13	11	1	4	1	1	2	3	1	6
5073	1	11	11	2	3	4	1	1	7	11	12	13	11	1	2	1	1	2	3	1	7
5073	1	11	11	2	3	4	1	1	8	11	15	11	10	1	1	1	1	2	3	1	8
5073	1	11	11	2	3	4	1	1	9	11	22	11	8	1	1	1	1	2	3	1	9
5125	1	47	46	1	3	6	2	1	1	46	23	29	40	2	3	1	1	4	2	0	1
5125	1	47	46	1	3	6	2	1	2	46	30	47	58	2	4	1	1	4	2	0	2
5125	1	47	46	1	3	6	2	1	3	54	46	47	61	1	2	1	1	4	2	0	3
5125	1	47	46	1	3	6	2	1	4	79	46	33	47	2	1	1	1	4	2	0	4
5125	1	47	46	1	3	6	2	1	5	46	69	55	47	1	2	1	1	4	2	0	5
5125	1	47	46	1	3	6	2	1	6	46	90	47	38	1	1	1	1	4	2	0	6
5125	1	47	46	1	3	6	2	1	7	40	46	47	42	1	3	1	1	4	2	0	7
5125	1	47	46	1	3	6	2	1	8	42	46	47	41	1	3	1	1	4	2	0	8
5125	1	47	46	1	3	6	2	1	9	23	46	58	47	1	4	1	1	4	2	0	9
5779	1	20	34	1	3	5	1	4	1	34	48	26	20	1	2	2	1	3	3	0	1
5779	1	20	34	1	3	5	1	4	2	34	55	20	15	1	1	2	1	3	3	0	2
5779	1	20	34	1	3	5	1	4	3	34	33	20	22	1	4	2	1	3	3	0	3
5779	1	20	34	1	3	5	1	4	4	33	34	20	18	2	3	2	1	3	3	0	4
5779	1	20	34	1	3	5	1	4	5	34	35	27	23	2	2	2	1	3	3	0	5
5779	1	20	34	1	3	5	1	4	6	28	34	20	16	1	3	2	1	3	3	0	6
5779	1	20	34	1	3	5	1	4	7	29	34	24	20	1	4	2	1	3	3	0	7
5779	1	20	34	1	3	5	1	4	8	66	34	20	25	2	2	2	1	3	3	0	8
5779	1	20	34	1	3	5	1	4	9	34	63	20	16	1	1	2	1	3	3	0	9
6009	1	20	30	1	3	9	1	1	1	30	32	25	20	2	2	1	1	4	1	0	1
6009	1	20	30	1	3	9	1	1	2	15	30	20	14	2	3	1	1	4	1	0	2
6009	1	20	30	1	3	9	1	1	3	30	26	18	20	1	3	1	1	4	1	0	3
6009	1	20	30	1	3	9	1	1	4	30	36	20	15	2	1	1	1	4	1	0	4
6009	1	20	30	1	3	9	1	1	5	30	32	25	20	2	2	1	1	4	1	0	5
6009	1	20	30	1	3	9	1	1	6	30	22	20	23	1	4	1	1	4	1	0	6
6009	1	20	30	1	3	9	1	1	7	28	30	17	11	2	3	1	1	4	1	0	7
6009	1	20	30	1	3	9	1	1	8	39	30	16	20	1	1	1	1	4	1	0	8
6009	1	20	30	1	3	9	1	1	9	30	15	20	24	2	4	1	1	4	1	0	9
6221	1	35	114	1	2	8	1	1	1	114	81	35	41	2	4	1	1	4	2	1	1
6221	1	35	114	1	2	8	1	1	2	114	99	35	44	2	4	1	1	4	2	1	2
6221	1	35	114	1	2	8	1	1	3	104	114	35	27	1	3	1	1	4	2	1	3
6221	1	35	114	1	2	8	1	1	4	114	117	35	31	1	1	1	1	4	2	1	4
6221	1	35	114	1	2	8	1	1	5	114	90	27	35	2	3	1	1	4	2	1	5
6221	1	35	114	1	2	8	1	1	6	114	118	40	35	1	2	1	1	4	2	1	6
6221	1	35	114	1	2	8	1	1	7	114	200	45	35	1	2	1	1	4	2	1	7
6221	1	35	114	1	2	8	1	1	8	114	121	49	40	1	2	1	1	4	2	1	8
6221	1	35	114	1	2	8	1	1	9	114	121	35	30	1	1	1	1	4	2	1	9
6536	1	15	16	2	4	3	1	4	1	16	8	13	15	1	3	2	1	1	2	0	1
6536	1	15	16	2	4	3	1	4	2	24	16	11	15	1	1	2	1	1	2	0	2
6536	1	15	16	2	4	3	1	4	3	16	13	12	15	1	3	2	1	1	2	0	3
6536	1	15	16	2	4	3	1	4	4	16	27	17	15	2	2	2	1	1	2	0	4
6536	1	15	16	2	4	3	1	4	5	12	16	18	15	2	4	2	1	1	2	0	5
6536	1	15	16	2	4	3	1	4	6	18	16	15	19	1	2	2	1	1	2	0	6
6536	1	15	16	2	4	3	1	4	7	18	16	12	15	1	1	2	1	1	2	0	7
6536	1	15	16	2	4	3	1	4	8	8	16	13	11	1	3	2	1	1	2	0	8
6536	1	15	16	2	4	3	1	4	9	9	16	19	15	1	4	2	1	1	2	0	9
6625	1	35	63	1	4	4	1	4	1	63	60	35	43	1	4	2	1	2	2	0	1
6625	1	35	63	1	4	4	1	4	2	51	63	35	30	1	3	2	1	2	2	0	2
6625	1	35	63	1	4	4	1	4	3	63	86	50	40	1	2	2	1	2	2	0	3
6625	1	35	63	1	4	4	1	4	4	63	55	29	35	2	3	2	1	2	2	0	4
6625	1	35	63	1	4	4	1	4	5	59	63	41	35	2	4	2	1	2	2	0	5
6625	1	35	63	1	4	4	1	4	6	80	63	25	35	2	1	2	1	2	2	0	6
6625	1	35	63	1	4	4	1	4	7	112	63	35	44	2	2	2	1	2	2	0	7
6625	1	35	63	1	4	4	1	4	8	79	63	35	39	2	2	2	1	2	2	0	8
6625	1	35	63	1	4	4	1	4	9	63	95	35	25	1	1	2	1	2	2	0	9
7374	1	10	17	2	2	4	1	1	1	17	18	11	10	2	2	1	1	2	3	0	1
7374	1	10	17	2	2	4	1	1	2	17	12	6	9	2	3	1	1	2	3	0	2
7374	1	10	17	2	2	4	1	1	3	17	16	8	10	1	3	1	1	2	3	0	3
7374	1	10	17	2	2	4	1	1	4	16	17	12	10	2	4	1	1	2	3	0	4
7374	1	10	17	2	2	4	1	1	5	8	17	10	7	1	3	1	1	2	3	0	5
7374	1	10	17	2	2	4	1	1	6	33	17	10	13	2	2	1	1	2	3	0	6
7374	1	10	17	2	2	4	1	1	7	17	26	10	8	1	1	1	1	2	3	0	7
7374	1	10	17	2	2	4	1	1	8	18	17	9	10	1	1	1	1	2	3	0	8
7374	1	10	17	2	2	4	1	1	9	17	10	10	12	2	4	1	1	2	3	0	9
7531	1	12	18	1	3	5	1	3	1	20	18	12	14	1	2	4	1	3	2	0	1
7531	1	12	18	1	3	5	1	3	2	18	36	15	12	1	2	4	1	3	2	0	2
7531	1	12	18	1	3	5	1	3	3	10	18	12	10	1	3	4	1	3	2	0	3
7531	1	12	18	1	3	5	1	3	4	18	16	12	15	1	4	4	1	3	2	0	4
7531	1	12	18	1	3	5	1	3	5	19	18	11	12	1	1	4	1	3	2	0	5
7531	1	12	18	1	3	5	1	3	6	16	18	12	10	1	3	4	1	3	2	0	6
7531	1	12	18	1	3	5	1	3	7	36	18	9	12	2	1	4	1	3	2	0	7
7531	1	12	18	1	3	5	1	3	8	18	9	8	10	2	3	4	1	3	2	0	8
7531	1	12	18	1	3	5	1	3	9	10	18	15	12	1	4	4	1	3	2	0	9
7912	1	50	150	2	3	3	2	6	1	155	150	50	57	1	2	4	1	1	1	0	1
7912	1	50	150	2	3	3	2	6	2	239	150	39	50	2	1	4	1	1	1	0	2
7912	1	50	150	2	3	3	2	6	3	150	248	50	37	1	1	4	1	1	1	0	3
7912	1	50	150	2	3	3	2	6	4	150	155	65	50	2	2	4	1	1	1	0	4
7912	1	50	150	2	3	3	2	6	5	128	150	43	33	2	3	4	1	1	1	0	5
7912	1	50	150	2	3	3	2	6	6	128	150	50	40	1	3	4	1	1	1	0	6
7912	1	50	150	2	3	3	2	6	7	139	150	50	43	2	3	4	1	1	1	0	7
7912	1	50	150	2	3	3	2	6	8	138	150	62	50	2	4	4	1	1	1	0	8
7912	1	50	150	2	3	3	2	6	9	150	121	50	58	1	4	4	1	1	1	0	9
8124	1	15	22	1	3	6	1	4	1	22	24	20	17	1	2	2	1	4	2	0	1
8124	1	15	22	1	3	6	1	4	2	22	23	15	13	2	1	2	1	4	2	0	2
8124	1	15	22	1	3	6	1	4	3	22	16	12	15	2	3	2	1	4	2	0	3
8124	1	15	22	1	3	6	1	4	4	11	22	18	15	1	4	2	1	4	2	0	4
8124	1	15	22	1	3	6	1	4	5	21	22	17	15	2	4	2	1	4	2	0	5
8124	1	15	22	1	3	6	1	4	6	22	18	12	15	2	3	2	1	4	2	0	6
8124	1	15	22	1	3	6	1	4	7	22	37	19	15	1	2	2	1	4	2	0	7
8124	1	15	22	1	3	6	1	4	8	22	26	18	15	1	2	2	1	4	2	0	8
8124	1	15	22	1	3	6	1	4	9	43	22	11	15	2	1	2	1	4	2	0	9
8189	1	20	40	1	5	4	1	1	1	40	39	16	20	2	3	1	1	2	4	1	1
8189	1	20	40	1	5	4	1	1	2	40	39	20	23	2	4	1	1	2	4	1	2
8189	1	20	40	1	5	4	1	1	3	24	40	17	13	1	3	1	1	2	4	1	3
8189	1	20	40	1	5	4	1	1	4	45	40	14	20	2	1	1	1	2	4	1	4
8189	1	20	40	1	5	4	1	1	5	69	40	20	24	2	2	1	1	2	4	1	5
8189	1	20	40	1	5	4	1	1	6	40	69	24	20	1	2	1	1	2	4	1	6
8189	1	20	40	1	5	4	1	1	7	40	35	18	20	2	3	1	1	2	4	1	7
8189	1	20	40	1	5	4	1	1	8	49	40	14	20	2	1	1	1	2	4	1	8
8189	1	20	40	1	5	4	1	1	9	40	30	20	23	2	4	1	1	2	4	1	9
