bid1,dam1,bid2,dam2,bvtt,choice,id,vtt
30.0,30.0,50.0,10.0,1.0,2,8.0,3.32444640109652
30.0,90.0,100.0,10.0,0.875,1,8.0,3.32444640109652
100.0,80.0,120.0,10.0,0.2857142857142857,2,8.0,3.32444640109652
90.0,90.0,120.0,50.0,0.75,2,8.0,3.32444640109652
30.0,60.0,80.0,10.0,1.0,2,8.0,3.32444640109652
80.0,60.0,90.0,20.0,0.25,2,9.0,3.1805290565274476
30.0,70.0,70.0,30.0,1.0,2,9.0,3.1805290565274476
10.0,90.0,60.0,70.0,2.5,2,9.0,3.1805290565274476
70.0,40.0,100.0,20.0,1.5,1,9.0,3.1805290565274476
10.0,80.0,30.0,10.0,0.2857142857142857,2,9.0,3.1805290565274476
70.0,60.0,80.0,20.0,0.25,2,9.0,3.1805290565274476
60.0,80.0,120.0,30.0,1.2,2,9.0,3.1805290565274476
10.0,80.0,70.0,30.0,1.2,2,9.0,3.1805290565274476
50.0,60.0,60.0,10.0,0.2,2,9.0,3.1805290565274476
60.0,80.0,90.0,60.0,1.5,2,9.0,3.1805290565274476
40.0,30.0,100.0,20.0,6.0,1,10.0,2.023568468493905
40.0,80.0,120.0,60.0,4.0,2,10.0,2.023568468493905
70.0,70.0,80.0,20.0,0.2,1,10.0,2.023568468493905
50.0,50.0,90.0,40.0,4.0,1,10.0,2.023568468493905
10.0,30.0,70.0,20.0,6.0,1,10.0,2.023568468493905
10.0,90.0,80.0,10.0,0.875,2,10.0,2.023568468493905
60.0,70.0,90.0,10.0,0.5,1,10.0,2.023568468493905
70.0,50.0,90.0,20.0,0.6666666666666666,2,10.0,2.023568468493905
40.0,60.0,60.0,20.0,0.5,2,10.0,2.023568468493905
40.0,70.0,120.0,60.0,8.0,1,10.0,2.023568468493905
50.0,40.0,70.0,10.0,0.6666666666666666,2,11.0,4.173704827189426
50.0,80.0,60.0,10.0,0.14285714285714285,2,11.0,4.173704827189426
40.0,60.0,100.0,20.0,1.5,2,11.0,4.173704827189426
90.0,40.0,100.0,20.0,0.5,2,11.0,4.173704827189426
50.0,90.0,60.0,20.0,0.14285714285714285,2,11.0,4.173704827189426
40.0,90.0,90.0,70.0,2.5,2,11.0,4.173704827189426
10.0,20.0,70.0,10.0,6.0,2,11.0,4.173704827189426
30.0,90.0,80.0,40.0,1.0,2,11.0,4.173704827189426
40.0,80.0,60.0,20.0,0.3333333333333333,2,11.0,4.173704827189426
50.0,70.0,120.0,50.0,3.5,2,11.0,4.173704827189426
40.0,90.0,50.0,70.0,0.5,2,12.0,3.4842484528759616
30.0,60.0,80.0,10.0,1.0,1,12.0,3.4842484528759616
40.0,40.0,70.0,10.0,1.0,2,12.0,3.4842484528759616
30.0,60.0,90.0,30.0,2.0,2,12.0,3.4842484528759616
10.0,60.0,100.0,50.0,9.0,1,12.0,3.4842484528759616
30.0,60.0,70.0,50.0,4.0,1,12.0,3.4842484528759616
50.0,30.0,60.0,10.0,0.5,2,12.0,3.4842484528759616
90.0,70.0,100.0,20.0,0.2,2,12.0,3.4842484528759616
50.0,80.0,90.0,60.0,2.0,2,12.0,3.4842484528759616
10.0,70.0,50.0,30.0,1.0,2,12.0,3.4842484528759616
30.0,90.0,90.0,80.0,6.0,1,13.0,2.6203064097877466
30.0,20.0,40.0,10.0,1.0,2,13.0,2.6203064097877466
50.0,80.0,100.0,20.0,0.8333333333333334,2,13.0,2.6203064097877466
70.0,30.0,80.0,10.0,0.5,2,13.0,2.6203064097877466
10.0,50.0,50.0,20.0,1.3333333333333333,2,13.0,2.6203064097877466
90.0,60.0,120.0,10.0,0.6,1,13.0,2.6203064097877466
40.0,70.0,70.0,10.0,0.5,1,13.0,2.6203064097877466
40.0,80.0,120.0,70.0,8.0,1,13.0,2.6203064097877466
30.0,70.0,120.0,50.0,4.5,1,13.0,2.6203064097877466
50.0,60.0,100.0,50.0,5.0,1,13.0,2.6203064097877466
60.0,40.0,70.0,10.0,0.3333333333333333,2,14.0,3.4510991371061257
60.0,70.0,100.0,50.0,2.0,2,14.0,3.4510991371061257
50.0,60.0,60.0,30.0,0.3333333333333333,2,14.0,3.4510991371061257
40.0,80.0,90.0,50.0,1.6666666666666667,2,14.0,3.4510991371061257
10.0,80.0,80.0,50.0,2.3333333333333335,2,14.0,3.4510991371061257
50.0,70.0,60.0,60.0,1.0,2,14.0,3.4510991371061257
10.0,70.0,40.0,60.0,3.0,1,14.0,3.4510991371061257
10.0,90.0,80.0,50.0,1.75,2,14.0,3.4510991371061257
80.0,50.0,90.0,10.0,0.25,2,14.0,3.4510991371061257
90.0,80.0,120.0,50.0,1.0,2,14.0,3.4510991371061257
10.0,90.0,100.0,30.0,1.5,2,15.0,2.766523413339725
30.0,90.0,40.0,70.0,0.5,2,15.0,2.766523413339725
70.0,70.0,120.0,10.0,0.8333333333333334,1,15.0,2.766523413339725
60.0,40.0,80.0,10.0,0.6666666666666666,1,15.0,2.766523413339725
30.0,50.0,90.0,20.0,2.0,2,15.0,2.766523413339725
50.0,60.0,100.0,20.0,1.25,2,15.0,2.766523413339725
80.0,70.0,90.0,30.0,0.25,2,15.0,2.766523413339725
50.0,90.0,100.0,80.0,5.0,1,15.0,2.766523413339725
40.0,90.0,90.0,60.0,1.6666666666666667,2,15.0,2.766523413339725
10.0,90.0,80.0,60.0,2.3333333333333335,2,15.0,2.766523413339725
60.0,60.0,120.0,30.0,2.0,2,16.0,2.9696552406314862
40.0,70.0,70.0,40.0,1.0,2,16.0,2.9696552406314862
10.0,40.0,30.0,20.0,1.0,2,16.0,2.9696552406314862
30.0,60.0,40.0,40.0,0.5,2,16.0,2.9696552406314862
40.0,70.0,100.0,20.0,1.2,2,16.0,2.9696552406314862
50.0,80.0,80.0,10.0,0.42857142857142855,2,16.0,2.9696552406314862
40.0,60.0,60.0,10.0,0.4,2,16.0,2.9696552406314862
30.0,70.0,120.0,20.0,1.8,1,16.0,2.9696552406314862
80.0,90.0,100.0,10.0,0.25,1,16.0,2.9696552406314862
80.0,90.0,120.0,30.0,0.6666666666666666,2,16.0,2.9696552406314862
40.0,80.0,70.0,60.0,1.5,2,17.0,3.3944221722596004
60.0,60.0,120.0,50.0,6.0,1,17.0,3.3944221722596004
40.0,60.0,80.0,40.0,2.0,2,17.0,3.3944221722596004
40.0,90.0,120.0,60.0,2.6666666666666665,1,17.0,3.3944221722596004
50.0,60.0,90.0,30.0,1.3333333333333333,1,17.0,3.3944221722596004
30.0,80.0,70.0,30.0,0.8,2,17.0,3.3944221722596004
70.0,80.0,90.0,50.0,0.6666666666666666,2,17.0,3.3944221722596004
90.0,50.0,120.0,40.0,3.0,1,17.0,3.3944221722596004
30.0,90.0,100.0,10.0,0.875,2,17.0,3.3944221722596004
80.0,70.0,120.0,60.0,4.0,2,17.0,3.3944221722596004
10.0,70.0,50.0,50.0,2.0,2,18.0,2.3716659334301617
80.0,70.0,90.0,60.0,1.0,2,18.0,2.3716659334301617
50.0,70.0,80.0,10.0,0.5,2,18.0,2.3716659334301617
50.0,80.0,120.0,20.0,1.1666666666666667,2,18.0,2.3716659334301617
30.0,90.0,80.0,80.0,5.0,1,18.0,2.3716659334301617
30.0,70.0,40.0,60.0,1.0,2,18.0,2.3716659334301617
30.0,50.0,80.0,10.0,1.25,2,18.0,2.3716659334301617
30.0,70.0,90.0,10.0,1.0,2,18.0,2.3716659334301617
60.0,90.0,120.0,40.0,1.2,1,18.0,2.3716659334301617
10.0,70.0,30.0,60.0,2.0,1,18.0,2.3716659334301617
50.0,80.0,80.0,60.0,1.5,2,19.0,3.2879287571979643
10.0,80.0,70.0,20.0,1.0,2,19.0,3.2879287571979643
90.0,90.0,120.0,50.0,0.75,2,19.0,3.2879287571979643
60.0,70.0,100.0,30.0,1.0,2,19.0,3.2879287571979643
40.0,40.0,60.0,30.0,2.0,1,19.0,3.2879287571979643
80.0,90.0,100.0,60.0,0.6666666666666666,2,19.0,3.2879287571979643
10.0,70.0,40.0,20.0,0.6,2,19.0,3.2879287571979643
60.0,80.0,100.0,40.0,1.0,2,19.0,3.2879287571979643
10.0,70.0,40.0,30.0,0.75,2,19.0,3.2879287571979643
40.0,70.0,120.0,40.0,2.6666666666666665,2,19.0,3.2879287571979643
60.0,80.0,70.0,70.0,1.0,2,20.0,3.6994894973618595
10.0,40.0,100.0,20.0,4.5,1,20.0,3.6994894973618595
60.0,70.0,80.0,40.0,0.6666666666666666,2,20.0,3.6994894973618595
60.0,40.0,80.0,30.0,2.0,2,20.0,3.6994894973618595
80.0,60.0,90.0,10.0,0.2,2,20.0,3.6994894973618595
40.0,90.0,80.0,10.0,0.5,2,20.0,3.6994894973618595
30.0,70.0,120.0,10.0,1.5,2,20.0,3.6994894973618595
10.0,70.0,120.0,30.0,2.75,2,20.0,3.6994894973618595
50.0,80.0,80.0,20.0,0.5,2,20.0,3.6994894973618595
10.0,60.0,100.0,10.0,1.8,1,20.0,3.6994894973618595
40.0,90.0,90.0,70.0,2.5,2,21.0,3.661149030366393
40.0,70.0,120.0,60.0,8.0,1,21.0,3.661149030366393
30.0,90.0,40.0,30.0,0.16666666666666666,2,21.0,3.661149030366393
40.0,20.0,50.0,10.0,1.0,2,21.0,3.661149030366393
40.0,80.0,70.0,40.0,0.75,2,21.0,3.661149030366393
30.0,80.0,100.0,50.0,2.3333333333333335,2,21.0,3.661149030366393
50.0,20.0,120.0,10.0,7.0,1,21.0,3.661149030366393
10.0,60.0,50.0,30.0,1.3333333333333333,2,21.0,3.661149030366393
50.0,30.0,90.0,20.0,4.0,2,21.0,3.661149030366393
30.0,70.0,120.0,30.0,2.25,2,21.0,3.661149030366393
50.0,90.0,70.0,30.0,0.3333333333333333,2,22.0,2.850150742350447
10.0,50.0,120.0,40.0,11.0,1,22.0,2.850150742350447
80.0,70.0,120.0,20.0,0.8,2,22.0,2.850150742350447
10.0,60.0,70.0,20.0,1.5,2,22.0,2.850150742350447
60.0,80.0,80.0,60.0,1.0,2,22.0,2.850150742350447
100.0,70.0,120.0,40.0,0.6666666666666666,2,22.0,2.850150742350447
10.0,50.0,120.0,30.0,5.5,2,22.0,2.850150742350447
10.0,90.0,120.0,40.0,2.2,2,22.0,2.850150742350447
10.0,30.0,70.0,10.0,3.0,2,22.0,2.850150742350447
50.0,90.0,80.0,80.0,3.0,2,22.0,2.850150742350447
60.0,90.0,70.0,60.0,0.3333333333333333,2,23.0,3.45145967071253
60.0,90.0,90.0,40.0,0.6,2,23.0,3.45145967071253
90.0,50.0,120.0,20.0,1.0,2,23.0,3.45145967071253
50.0,40.0,80.0,30.0,3.0,1,23.0,3.45145967071253
60.0,40.0,90.0,10.0,1.0,2,23.0,3.45145967071253
10.0,60.0,60.0,50.0,5.0,1,23.0,3.45145967071253
40.0,90.0,50.0,30.0,0.16666666666666666,2,23.0,3.45145967071253
40.0,80.0,100.0,30.0,1.2,2,23.0,3.45145967071253
30.0,80.0,50.0,30.0,0.4,2,23.0,3.45145967071253
30.0,80.0,60.0,10.0,0.42857142857142855,2,23.0,3.45145967071253
10.0,40.0,80.0,30.0,7.0,1,24.0,2.189208632908897
90.0,90.0,100.0,70.0,0.5,1,24.0,2.189208632908897
30.0,80.0,50.0,60.0,1.0,2,24.0,2.189208632908897
60.0,70.0,70.0,10.0,0.16666666666666666,2,24.0,2.189208632908897
40.0,80.0,100.0,20.0,1.0,1,24.0,2.189208632908897
50.0,50.0,70.0,40.0,2.0,2,24.0,2.189208632908897
30.0,80.0,120.0,30.0,1.8,2,24.0,2.189208632908897
40.0,60.0,100.0,50.0,6.0,1,24.0,2.189208632908897
60.0,50.0,120.0,10.0,1.5,2,24.0,2.189208632908897
40.0,40.0,70.0,10.0,1.0,2,24.0,2.189208632908897
10.0,30.0,50.0,10.0,2.0,1,25.0,2.9209053696615643
10.0,40.0,30.0,10.0,0.6666666666666666,2,25.0,2.9209053696615643
40.0,20.0,90.0,10.0,5.0,1,25.0,2.9209053696615643
30.0,90.0,40.0,40.0,0.2,2,25.0,2.9209053696615643
40.0,60.0,90.0,50.0,5.0,1,25.0,2.9209053696615643
60.0,70.0,90.0,50.0,1.5,1,25.0,2.9209053696615643
10.0,40.0,30.0,20.0,1.0,2,25.0,2.9209053696615643
30.0,80.0,100.0,70.0,7.0,1,25.0,2.9209053696615643
90.0,50.0,100.0,30.0,0.5,2,25.0,2.9209053696615643
80.0,80.0,120.0,50.0,1.3333333333333333,2,25.0,2.9209053696615643
70.0,90.0,120.0,60.0,1.6666666666666667,2,26.0,3.2247419660533376
10.0,90.0,80.0,50.0,1.75,2,26.0,3.2247419660533376
30.0,90.0,100.0,30.0,1.1666666666666667,2,26.0,3.2247419660533376
30.0,70.0,60.0,10.0,0.5,2,26.0,3.2247419660533376
30.0,80.0,80.0,30.0,1.0,2,26.0,3.2247419660533376
90.0,30.0,120.0,20.0,3.0,2,26.0,3.2247419660533376
10.0,50.0,80.0,30.0,3.5,2,26.0,3.2247419660533376
50.0,70.0,60.0,40.0,0.3333333333333333,2,26.0,3.2247419660533376
30.0,80.0,90.0,40.0,1.5,1,26.0,3.2247419660533376
40.0,60.0,90.0,50.0,5.0,1,26.0,3.2247419660533376
80.0,90.0,120.0,20.0,0.5714285714285714,2,27.0,2.3281994637568024
30.0,70.0,80.0,60.0,5.0,1,27.0,2.3281994637568024
50.0,80.0,90.0,60.0,2.0,2,27.0,2.3281994637568024
80.0,70.0,120.0,30.0,1.0,2,27.0,2.3281994637568024
50.0,80.0,80.0,30.0,0.6,2,27.0,2.3281994637568024
30.0,40.0,100.0,20.0,3.5,1,27.0,2.3281994637568024
40.0,90.0,90.0,10.0,0.625,2,27.0,2.3281994637568024
100.0,50.0,120.0,10.0,0.5,2,27.0,2.3281994637568024
40.0,90.0,60.0,70.0,1.0,2,27.0,2.3281994637568024
30.0,90.0,70.0,60.0,1.3333333333333333,2,27.0,2.3281994637568024
90.0,70.0,120.0,30.0,0.75,2,28.0,2.9591562046515834
10.0,20.0,40.0,10.0,3.0,2,28.0,2.9591562046515834
90.0,60.0,100.0,40.0,0.5,2,28.0,2.9591562046515834
70.0,60.0,90.0,30.0,0.6666666666666666,1,28.0,2.9591562046515834
40.0,20.0,90.0,10.0,5.0,1,28.0,2.9591562046515834
70.0,80.0,90.0,70.0,2.0,1,28.0,2.9591562046515834
40.0,90.0,100.0,60.0,2.0,1,28.0,2.9591562046515834
30.0,70.0,40.0,40.0,0.3333333333333333,2,28.0,2.9591562046515834
80.0,40.0,90.0,20.0,0.5,2,28.0,2.9591562046515834
10.0,80.0,120.0,70.0,11.0,1,28.0,2.9591562046515834
30.0,70.0,70.0,20.0,0.8,2,29.0,3.862369966158165
30.0,60.0,80.0,40.0,2.5,2,29.0,3.862369966158165
40.0,70.0,120.0,50.0,4.0,1,29.0,3.862369966158165
40.0,90.0,80.0,30.0,0.6666666666666666,2,29.0,3.862369966158165
50.0,50.0,90.0,30.0,2.0,2,29.0,3.862369966158165
10.0,50.0,100.0,40.0,9.0,1,29.0,3.862369966158165
30.0,50.0,50.0,10.0,0.5,2,29.0,3.862369966158165
50.0,40.0,120.0,20.0,3.5,2,29.0,3.862369966158165
30.0,70.0,120.0,20.0,1.8,2,29.0,3.862369966158165
70.0,60.0,120.0,40.0,2.5,2,29.0,3.862369966158165
60.0,70.0,70.0,50.0,0.5,2,30.0,4.30907971318392
60.0,80.0,80.0,40.0,0.5,2,30.0,4.30907971318392
90.0,40.0,100.0,10.0,0.3333333333333333,2,30.0,4.30907971318392
90.0,90.0,100.0,30.0,0.16666666666666666,2,30.0,4.30907971318392
30.0,80.0,90.0,30.0,1.2,2,30.0,4.30907971318392
50.0,70.0,60.0,10.0,0.16666666666666666,2,30.0,4.30907971318392
60.0,80.0,100.0,10.0,0.5714285714285714,2,30.0,4.30907971318392
10.0,90.0,70.0,50.0,1.5,2,30.0,4.30907971318392
70.0,30.0,100.0,20.0,3.0,2,30.0,4.30907971318392
80.0,40.0,100.0,20.0,1.0,2,30.0,4.30907971318392
50.0,50.0,120.0,40.0,7.0,1,31.0,3.388680671905384
60.0,80.0,100.0,20.0,0.6666666666666666,2,31.0,3.388680671905384
40.0,90.0,120.0,50.0,2.0,2,31.0,3.388680671905384
10.0,90.0,100.0,80.0,9.0,1,31.0,3.388680671905384
90.0,90.0,120.0,20.0,0.42857142857142855,2,31.0,3.388680671905384
50.0,80.0,60.0,10.0,0.14285714285714285,2,31.0,3.388680671905384
70.0,90.0,120.0,60.0,1.6666666666666667,2,31.0,3.388680671905384
60.0,50.0,70.0,10.0,0.25,2,31.0,3.388680671905384
50.0,50.0,90.0,30.0,2.0,2,31.0,3.388680671905384
70.0,40.0,100.0,10.0,1.0,2,31.0,3.388680671905384
30.0,70.0,70.0,20.0,0.8,2,32.0,3.4143165977836705
30.0,30.0,40.0,20.0,1.0,2,32.0,3.4143165977836705
40.0,70.0,80.0,50.0,2.0,2,32.0,3.4143165977836705
80.0,90.0,90.0,10.0,0.125,2,32.0,3.4143165977836705
40.0,70.0,120.0,10.0,1.3333333333333333,2,32.0,3.4143165977836705
50.0,70.0,100.0,20.0,1.0,2,32.0,3.4143165977836705
70.0,30.0,100.0,10.0,1.5,1,32.0,3.4143165977836705
40.0,90.0,70.0,50.0,0.75,2,32.0,3.4143165977836705
50.0,60.0,90.0,20.0,1.0,2,32.0,3.4143165977836705
100.0,80.0,120.0,50.0,0.6666666666666666,2,32.0,3.4143165977836705
90.0,80.0,120.0,70.0,3.0,1,33.0,2.5205058434909944
30.0,50.0,50.0,10.0,0.5,2,33.0,2.5205058434909944
40.0,90.0,50.0,20.0,0.14285714285714285,2,33.0,2.5205058434909944
70.0,90.0,90.0,30.0,0.3333333333333333,2,33.0,2.5205058434909944
60.0,40.0,80.0,10.0,0.6666666666666666,1,33.0,2.5205058434909944
50.0,50.0,60.0,30.0,0.5,2,33.0,2.5205058434909944
60.0,60.0,100.0,50.0,4.0,1,33.0,2.5205058434909944
40.0,30.0,120.0,10.0,4.0,1,33.0,2.5205058434909944
80.0,80.0,90.0,30.0,0.2,2,33.0,2.5205058434909944
60.0,60.0,100.0,40.0,2.0,2,33.0,2.5205058434909944
30.0,90.0,60.0,20.0,0.42857142857142855,1,34.0,2.395305856512842
70.0,30.0,120.0,10.0,2.5,2,34.0,2.395305856512842
50.0,90.0,80.0,10.0,0.375,1,34.0,2.395305856512842
60.0,80.0,80.0,10.0,0.2857142857142857,2,34.0,2.395305856512842
60.0,80.0,70.0,70.0,1.0,2,34.0,2.395305856512842
100.0,40.0,120.0,20.0,1.0,1,34.0,2.395305856512842
10.0,90.0,40.0,60.0,1.0,2,34.0,2.395305856512842
40.0,90.0,60.0,20.0,0.2857142857142857,2,34.0,2.395305856512842
10.0,30.0,60.0,10.0,2.5,2,34.0,2.395305856512842
80.0,70.0,90.0,50.0,0.5,2,34.0,2.395305856512842
60.0,60.0,90.0,20.0,0.75,2,35.0,2.2938539932629407
40.0,50.0,70.0,20.0,1.0,1,35.0,2.2938539932629407
80.0,90.0,120.0,50.0,1.0,1,35.0,2.2938539932629407
50.0,60.0,80.0,40.0,1.5,2,35.0,2.2938539932629407
80.0,90.0,100.0,80.0,2.0,2,35.0,2.2938539932629407
90.0,50.0,120.0,30.0,1.5,2,35.0,2.2938539932629407
40.0,70.0,50.0,30.0,0.25,2,35.0,2.2938539932629407
30.0,70.0,40.0,50.0,0.5,2,35.0,2.2938539932629407
10.0,60.0,90.0,20.0,2.0,1,35.0,2.2938539932629407
60.0,70.0,100.0,10.0,0.6666666666666666,2,35.0,2.2938539932629407
30.0,50.0,120.0,10.0,2.25,1,36.0,3.2707734149525263
10.0,80.0,30.0,10.0,0.2857142857142857,2,36.0,3.2707734149525263
10.0,70.0,60.0,50.0,2.5,1,36.0,3.2707734149525263
60.0,60.0,120.0,30.0,2.0,2,36.0,3.2707734149525263
90.0,70.0,120.0,60.0,3.0,1,36.0,3.2707734149525263
60.0,80.0,90.0,40.0,0.75,1,36.0,3.2707734149525263
50.0,80.0,120.0,60.0,3.5,2,36.0,3.2707734149525263
30.0,80.0,40.0,10.0,0.14285714285714285,2,36.0,3.2707734149525263
90.0,60.0,120.0,20.0,0.75,2,36.0,3.2707734149525263
50.0,80.0,90.0,10.0,0.5714285714285714,2,36.0,3.2707734149525263
30.0,90.0,60.0,80.0,3.0,1,37.0,3.3759696977788436
10.0,60.0,120.0,10.0,2.2,1,37.0,3.3759696977788436
70.0,50.0,90.0,40.0,2.0,1,37.0,3.3759696977788436
40.0,90.0,90.0,30.0,0.8333333333333334,2,37.0,3.3759696977788436
50.0,90.0,120.0,30.0,1.1666666666666667,1,37.0,3.3759696977788436
70.0,60.0,120.0,30.0,1.6666666666666667,1,37.0,3.3759696977788436
10.0,90.0,70.0,60.0,2.0,1,37.0,3.3759696977788436
60.0,30.0,70.0,20.0,1.0,2,37.0,3.3759696977788436
100.0,90.0,120.0,10.0,0.25,2,37.0,3.3759696977788436
10.0,60.0,100.0,40.0,4.5,1,37.0,3.3759696977788436
70.0,50.0,100.0,40.0,3.0,1,38.0,2.6706198402162737
50.0,70.0,120.0,50.0,3.5,2,38.0,2.6706198402162737
40.0,70.0,100.0,10.0,1.0,1,38.0,2.6706198402162737
70.0,60.0,80.0,20.0,0.25,2,38.0,2.6706198402162737
30.0,90.0,50.0,70.0,1.0,2,38.0,2.6706198402162737
40.0,40.0,70.0,20.0,1.5,2,38.0,2.6706198402162737
30.0,50.0,70.0,30.0,2.0,1,38.0,2.6706198402162737
30.0,60.0,40.0,20.0,0.25,2,38.0,2.6706198402162737
10.0,90.0,90.0,10.0,1.0,2,38.0,2.6706198402162737
30.0,70.0,40.0,40.0,0.3333333333333333,1,38.0,2.6706198402162737
60.0,80.0,100.0,10.0,0.5714285714285714,2,39.0,2.3856625071773614
10.0,70.0,100.0,40.0,3.0,1,39.0,2.3856625071773614
30.0,70.0,80.0,40.0,1.6666666666666667,2,39.0,2.3856625071773614
30.0,20.0,90.0,10.0,6.0,1,39.0,2.3856625071773614
70.0,30.0,80.0,20.0,1.0,2,39.0,2.3856625071773614
10.0,90.0,80.0,60.0,2.3333333333333335,2,39.0,2.3856625071773614
10.0,60.0,80.0,10.0,1.4,2,39.0,2.3856625071773614
40.0,60.0,100.0,50.0,6.0,1,39.0,2.3856625071773614
40.0,60.0,80.0,50.0,4.0,1,39.0,2.3856625071773614
